Title,Labels
congress spokesperson rajiv tyagi tv ebate death derek obrien. Political discourse is coarsened as biggest news barons make their peace with state patronage,10
make it less taxing. Make it less taxing,10
make it same. Make it same,10
building post covid society. Policymaking has to take the lead in addressing urban-rural disparities,10
striking too hard. Judiciary has great power  including power to punish for contempt. It must use it sparingly  softly.,10
national education policy 2020 implementation teacher training. Greatest challenge for successful rollout of new education policy is teacher training,10
importance of grit chetan chauhan. Importance of grit,10
narendra modi arab gulf countries middle east relations c raja mohan. India s geopolitical interests are in close alignment with moderate Arab centre,10
face it facebook hate speech. Face it,10
hunger amidst the pandemic food distribution poverty. Hunger amidst the pandemic,10
parliamentary presidential democracy constitution shashi tharoor. Confusing symptoms for disease,10
compensating human trafficking victims should not be stalled by the pandemic. Compensating human trafficking victims should not be stalled by the pandemic,10
ms dhoni the boy from ranchi. The boy from Ranchi,10
for better health. For better health,10
a crisis without villains. A crisis without villains,10
august 17 1980 forty years ago gujarat tense. August 17  1980  Forty Years Ago  Gujarat Tense,10
facebook congress free speech rahul gandhi bjp cambridge analytica rajyavardhan rathore. Facebook is in the dock  we need to resist Left-Congress assault on free speech,10
prashant bhushan contempt law challenged supreme court. Prashant Bhushan judgment spells out a chilling lesson which undermines that most valuable fundamental right   the freedom of speech,10
narendra modi agriculture infrastructure fund scheme india farmers. New agriculture infrastructure fund is a major step forward. Policymakers must have stable policies for them,10
a progressive economic agenda. Production  devolution  universalism  market-building key to wrest narrative,10
ambedkar and political reservation. Ambedkar and political reservation,10
atal bihari vajpayee death anniversary bjp jan sangh. Atalji  you still guide us,10
nep national education policy p chidambaram. NEP 1  Elephant in the room,10
narendra modi secularism rss muslims economy tavleen singh. Unless Modi makes a determined effort to change course  the pall of gloom will get thicker and thicker,10
tamil hindi nep three language formula. With Assembly polls scheduled next year  Tamil identity politics may find a new release in the state,10
lk advani ram temple rahul gandhi narendra modi rajasthan politics. Inside Track  The speculation behind PM Modi s new look,10
ram temple bhoomi pujan ayodhya secularism independence day. Ram temple will free the discourse of secularism from elites,10
british colonialism independence economic growth poverty in india. Freedom struggle was also about combating poverty   there has been a setback,10
independence day secularism d raja. Project of Hindu Rashtra goes against inclusive legacy of freedom struggle,10
independence day freedom movement young daughters gandhi. Being free requires empowering yourself and helping others step out for change,10
india covid 19 healthcare independence day. Nation has not given adequate importance to health of its citizens. We need to break from the past,10
forty years ago august 15 1980 presidents address. Forty Years Ago  August 15  1980  President s address,10
prashant bhushan supreme court contempt case verdict. Guilty,10
israel uae accord diplomatic relations palestine. An important moment,10
cricket father sons chris stuart broad amarnath. Fathers and sons,10
predictable tragedy of. Predictable tragedy of Partition,10
why pakistan bans books. Why Pakistan bans books,10
absorbing the covid shock. Absorbing the COVID shock,10
thailand military coup schools students cosplay protest. Cosplay protest,10
bengaluru communal violence rumours mobilisation secularism challenge. Bengaluru challenge,10
transparent taxation income tax narendra modi cag. Good steps on tax,10
critical wildlife habitat forest rights act wildlife conservation. Hardline conservationists fail to see possibilities of people-wildlife coexistence,10
new national education policy 2020 rules mphil programme bibek debroy. Who needs an MPhil anyway  The degree was meant to act as a filter for PhD candidates. It has become an exit option,10
india health sector data ecosystem niti aayog national health stack bluebook. A digital push for healthcare  Portability of data will cut costs  save time,10
kamala devi harris us elections 2020 joe biden shyamala. The rise of Kamala Harris is as much an Indian story as it is a part of the American dream,10
old delhi chandni chowk aap renovation shahjahanabad. Making old Delhi new  Shahjahanabad is a living heritage that also needs to grow,10
forty years ago august 14 1980. Forty Years Ago  August 14  1980,10
rahat indori a modern urdu poet. A modern Urdu poet,10
kashmir valley india pakistan article 370. Valley must look within,10
anti defection law indian politics democracy p b sawant. Law must be amended to make it mandatory for defectors to seek fresh elections,10
ayodhya ram temple ceremony ramayan. The Rama I sing about comes to life in Tyagaraja s kirtanas  which beseech you to seek the Rama within,10
bcci india cricket saurav ganguly bcci administrators sandeep dwivedi. Indian cricketers are not having the best of times as former greats turned out to be disappointing administrators,10
rajasthan manipur biren singh kalraj mishra ashok gehlot sachin pilot. Politicians have become adept at using and bypassing the anti-defection law,10
supreme court democracy politicisation judiciary kashmir covid. Supreme Court must reflect on its calling as defined by the Constitution   and the direction it is taking,10
kamala devi harris joe biden us presidential elections. Candidate Kamala,10
women right to property patriarchal. Seal of justice,10
rahat indori death urdu poetry dissent communalism. Goodbye  Rahat Indori,10
forty years ago august 13 1980. Forty Years Ago  August 13  1980,10
amid a pandemic phasing out plastic usage. Amid a pandemic  phasing out plastic usage,10
why a presidential system makes sense. Why a presidential system makes sense,10
forty years ago august 12 1980 unfruitful talks. Forty Years Ago  August 12  1980  Unfruitful talks,10
nepotism debate hindi film industry sushant singh rajput. Nepotism permeates all sectors. Bollywood is an easy punching bag,10
ebrahim alkazi dead theatre india saudi arabia relations saud bin mohammed al sati. Ebrahim Alkazi s legacy bears testimony to cultural links between Saudi Arabia  India,10
india china border dispute south asian countries relationships modi govt adhir ranjan chowdhury. In six years  India s ties with other South Asian countries have frayed  providing China with an opening,10
coronavirus covid 19 homoeopathy science without prejudice. Homeopathic knowledge about viral diseases can be harnessed to combat COVID-19,10
narendra modi ayodhya ram temple bhoomipujan secular babri masjid. Notebandi to Article 370 to Mandir  People must begin all over again  PM Modi will write their destinies afresh,10
jimmy lai hong kong national com.sorceshare.userstore.security law china. Teaching by example,10
rajasthan sachin pilot ashok gehlot congress sonia gandhi. All s not well,10
environmental impact assessment forests climate change ease of doing business investment. Green and red,10
the shadow of hagia sophia turkish president erdogan kerala iuml. The shadow of Hagia Sophia,10
sadia dehlvi death delhi. An indomitable spirit,10
environmental impact assessment environment ministry ecology. Draft EIA notification dilutes environmental protections  is in denial of ecological crises,10
vijayawada fire covid care center and pandemic ramesh hospital. Fire and pandemic,10
new agriculture infrastructure fund narendra modi farmers agrarian crisis covid. After the harvest,10
jammu and kashmir august 5 2019 article 370 special status. Kashmir s future is tied to India s  it is for all of us to decide what that will be,10
india taxation policy fiscal deficit covid impact on economy indirect tax revenue. Centre s reliance on indirect tax revenue  pro-rich policy  has deprived govt of resources during COVID crisis,10
us presidential elections donald trump joe biden china russia c raja mohan. Delhi must brace for a measure of unpredictability in America s external orientation,10
us elections 2020 mail syatem postal ballot donald trump russia. You have mail,10
secularism pratap bhanu mehta yogendra yadav ayodhya ram temple babri masjid. In post-mortem of secularism  we are hand wringing over religion  missing the real crisis,10
the digital equaliser social media platforms. The digital equaliser,10
ayodhya ram temple babri masjid demolition mumbai violence. The past in the present,10
lebanon explosion beirut in the dark. Beirut in the dark,10
covid 19 impact on economy consumer manufacturers sector. We will have to see how  wait and watch  changes to the  spend and support  the growth curve,10
india independence day 2020 coronavirus mahatma gandhi ram temple ayodhya venkaiah naidu. An emotionally integrated India offers the best defence against both internal and external threats and challenges,10
law of contempt challenged supreme court prashant bhushan karan thapar. Court must remember  It is supreme because it s final not because it s infallible,10
economy covid 19 coronavirus recovery production supply chain. An uneven recovery,10
india economy crisis coronavirus pandemic production supply rbi recovery. While global recovery could lift economy in 2021  domestic drivers for growth are still unclear,10
forty years ago august 10 1980. Forty Years Ago  August 10  1980,10
rabindra nath tagore shantiniketan visva bharati. Why the decision to cancel Visva-Bharati s spring and winter festivals is disturbing,10
ram temple ayodhya understanding. Understanding the Mandir,10
jammu kashmir article 370 dilution. The long haul in Kashmir,10
india economy modi government p chidambaram. A worm s-eye view,10
ayodhya ram temple narendra modi tavleen singh. India needs a political leader not a messiah or a maharishi,10
indian matchmaking netflix leher kala. Indian Matchmaking is a canny indictment of a fraying institution,10
caste jnu love dating dalit. The caste complex  Is JNU really a love haven ,10
covid 19 mental health psychology. Covid from other side  What if I died alone ,10
new national education policy nep 2020. NEP 2020  What is needed is a new kind of thinking,10
sundar pichai google education digital india. Dear Sundar Pichai  There s a lot you take on when you take on the task of digitising India. Here are a few pointers,10
the spirit of the august revolution. The spirit of the August Revolution,10
dog feeding without. Dog feeding without accountability,10
minimum wage mgnrega workers employment. Minimum wage must be shaped by aim of enhancing incomes and consumption,10
jammu kashmir shopian covid 19. In crisis  the people of Kashmir engage constructively with the government,10
mulan theatre release ott platform disney. Mind it,10
sri lankan parliamentary elections mahinda rajapaksa after the. After the landslide,10
august 8 1980 forty years ago rao on. August 8  1980  Forty Years Ago  Rao On China,10
delhi governments serological tests coronavirus. Mapping the virus,10
pakistan education reform madrassa system. Pakistan s education  reforms  are privileging the madrassa system,10
sadia dehlvi death. Sadia Dehlvi represented a city redolent of an old-world adab and tehzeeb,10
hiroshima and nagasaki 1945 second world war japan. Life has triumphed over death in Hiroshima  but memories and stories remain,10
jammu kashmir special status terrorist recruits article 370. There is a reduction in terrorist recruits after August 5  2019. That is a success story,10
jk lieutenant governor g c murmu resignation. The new L-G,10
rbi bank and the covid pain india gdp. Bank and the Covid pain  We must persist with a multi-year five-pillar strategy to raise credit to GDP ratio to 100 ,10
august 7 1980 forty years ago assam. August 7  1980  Forty Years Ago  Assam Detenus,10
beirut blast toll city of woe. City of woe,10
rbi rates unchanged. Keeping powder dry,10
handloom industry lockdown made in india. The new cool,10
a global solution for the digital world coronavirus pandemic. A global solution for the digital world,10
ebrahim alkazi death theatre western drama. Ebrahim Alkazi was meticulous about the craft of theatre  and a caring guru,10
ayodhya ram temple bhoomi pujan destination janmasthan. Destination Janmasthan  From Shah Bano and Shilanyas to bhoomi pujan via a mobile typewriter and Vajpayee,10
jammu kashmir special status abrogation august article 370. Abrogation of Articles 370 and 35A has created possibilities of development,10
ram janmabhoomi temple ayodhya jamu kashmir abrogation of article 370. Abrogation of Article 370  settling of Ram Mandir dispute  signals new beginning,10
coronavirus pandemic spread deaths vaccine ayodhya temple. In times of great psychic vulnerability  we must also listen to our  outsider  selves,10
august 6 1980 forty years ago assam. August 6  1980  Forty Years Ago  Assam Talks,10
ebrahim alkazi death modern indian theatre. Master of the stage,10
with mgnregas help. With MGNREGA s help,10
ayodhya ram temple india secularism. Brick and milestone,10
age of marriage women and child development ministry jobs. Listen to the youngsters,10
jammu and kashmir article 370 and territorial pluralism faizan mustafa. Article 370 and Territorial Pluralism,10
ram temple bhoomi pujan ayodhya. Ram temple movement has restructured discourse  recast polity,10
ayodhya temple ram i will not find you there. PB Mehta writes  Ayodhya s Ram temple is first real colonisation of Hinduism by political power,10
rahul dravid age fraud bcci. Age old ruse,10
coronavirus vaccine india. A step at a time,10
jammu and kashmir special status article 370 next in the valley lockdown. Next  in the Valley,10
jammu and kashmir article 370 abrogation special status august 5 anniversary. Gujarat model may have been a myth  but Kashmir model is coming your way,10
ram temple ayodhya august 5 bhumi poojan. Ayodhya bhoomi pujan ceremony may gladden many hearts. But will it gladden the heart of the deity ,10
ayodhya ram temple hindus jain tirthankaras ram madhav. Ayodhya represents a shared sentiment of sacredness,10
august 5 1980 forty years ago written. August 5  1980  Forty Years Ago  Written Assurance,10
ayodhya ram mandir babri masjid demolition national shame to pride of nation. Ayodhya   History will be the judge,10
ayodhya ram temple exile modi. The exile is over,10
hindu nation ayodhya ram temple. In Ayodhya will unfold a project of building  and erasure,10
tik tok chinese apps india china. New American consensus appears to be in sync with India s turn towards decoupling from China,10
ayodhya ram temple bhoomi pujan bharat. Somnath temple debate is crucial to understand significance of Ram Mandir and opposition to it,10
amar singh dead rajya sabha mp. The consultant,10
insia import restrictions on televisions china. No going back,10
august 4 1980 forty years ago agitation not over. August 4  1980  Forty Years Ago  Agitation not over,10
coronavirus impact on dairy sector rural business. Covid   milk,10
new education policy 2020 regional language bhasha medium schools. Education Policy does not adequately tackle issue of inequity arising out of medium of instruction,10
ayodhya ram temple bhoomi pujan pm narendra modi. At Ayodhya  we will see dismantling of the old  and the bhoomi pujan of the new republic,10
blinkered about the congress rajasthan mp sachin pilot jyotiraditya scindia. Blinkered about the Congress,10
ram temple ayodhya hagia sophia mosque turkey. Why the obsession to restore historic sites to their  original  status is futile,10
wash spray repeat when danger lurks everywhere. Wash  spray  repeat  When danger lurks everywhere,10
national education policy niti aayog. Education policy reform will help India leverage its demographic dividend,10
sri lanka coronavirus elections. Sri Lanka s parliamentary elections will hold lessons for India s Election Commission ahead of Bihar polls,10
india chian dispute military economic power. Standing up to China will require not only matching its military might but also economic prowess,10
covid 19 public policy coronavirus. Pandemic has driven home need for collaborations in public policy between experts and administrators,10
pm kisan farmer scheme lockdown. PM-KISAN is not reaching all farmer households as intended,10
tax revenue india lockdown. Stress and strain,10
china beijing hong kong national com.sorceshare.userstore.security law. One country  one system,10
forty years ago august 3 1980 assam accord. Forty Years Ago  August 3  1980  Assam Accord,10
strays dogs deserve our kindness gauri puri. Strays deserve our kindness,10
india democracy parliament presidential government shashi tharoor. Why Shashi Tharoor is wrong,10
positive after 10 years of social distancing. Covid positive after 10 years of social distancing,10
jammu kashmir lockdown article 370 internet p chidambaram. No end to a tragic saga,10
ayodhya ram temple tavleen singh. The road to Ram s temple  If Congress party believed in real secularism  Ayodhya movement would never have happened,10
priyanka gandhi congress nitish kumar ashok gehlot. Inside Track  Priyanka may have lost a prized Lutyens address but her new house has compensations,10
dk basu police custodial killing encounter.  If custodial torture has to stop  the D K Basu judgment has to be implemented in spirit ,10
pakistan religion minorities shia sunni khaled ahmed. Rather than shoring up national identity  religion creates schisms,10
coronavirus india economy poverty digital payment bhim upi. Covid-19 underscores importance of tools that help alleviate poverty  build resilience,10
new education policy nep india. Text of education policy artfully navigates several thickets. Fears about document come from context,10
somnath ayodhya ram temple narendra modi. PM s decision to attend Bhumi Pujan of Ram temple sets the debate on the full truth about a toxic secularism,10
bal gangadhar tilak death anniversary sedition. On Tilak s hundredth death anniversary  what governments can learn from his two trials,10
congress sonia gandhi rahul. Passing the blame,10
elon musk nasa astronmy. Signs of life,10
saifuddin soz detention wife sc petition. Barbed wire,10
new educational policy towards a humane and rooted citizen. New Educational Policy envisages decolonising the Indian mind,10
bal gangadhar tilak and the arctic. Bal Gangadhar Tilak and the Arctic,10
a symbol of injustice manu statue rajasthan high court. A symbol of injustice,10
covid 19 coronavirus pandemic aiims patient database icmr. Fighting the infodemic,10
national education policy reservation. National Education Policy needs close scrutiny for what it says  what it doesn t,10
women health index india marriage age. Poverty  not age of marriage  is responsible for women s poor health indicators,10
forty years ago july 31 1980 assam notification. Forty Years Ago  July 31  1980  Assam notification,10
rbi commercial bank ceo tenure india. RBI proposal on capping bank CEO tenure is not supported by any cogent evidence,10
rajasthan govt political crisis ashok gehlot sachin pilot congress assembly session. Rajasthan High Court s interim order in Sachin Pilot case raises serious questions,10
jayalalithaa political life tamil nadu amma. Amma s things,10
national education policy rte. New policy  old test,10
dog rabies animal birth control rabies. Animal Birth Control programme should be better implemented  but its criticism misses the point,10
the layers of hagia sophia. The layers of Hagia Sophia,10
the low carbon path. The low carbon path,10
omar abdullah jammu kashmir article 370. Omar s choice,10
tiger population india reserves capacity. A home for tiger,10
forty years ago july 30 1980 assam formula. Forty Years Ago  July 30  1980  Assam Formula,10
you have no mail coronavirus dak carriers railways. You have no mail,10
coronavirus pandemic science knowledge limitations. Reputation of scientists will be further muddied by our role in this pandemic,10
india parliamentary system presidential govt political culture. India needs a new political culture  not a presidential system,10
hardik patel gujarat congress president india politics. Hardik Patel s appointment as Gujarat Congress working chief announces new form of old politics,10
stray dog menace in india humans and dogs coexist animal activists. If we can coexist with animals  we will benefit far more than them,10
rape sexual violence gendered gaze of justice. A gendered gaze of justice,10
covid 19 pandemic should trigger introspection about creating a healthcare system based on. COVID-19 pandemic should trigger introspection about creating a healthcare system based on empathy,10
forty years ago july 29 1980 assam accord. Forty Years Ago  July 29  1980  Assam accord,10
ipl in the desert. IPL in the desert,10
rajasthan govt crisis rajbhavan dharma governor role. Rajbhavan dharma,10
gst collection revenues coronavirus pandemic. Running dry,10
licence raj data protection bill regulation. Regulations proposed by draft report on non-personal data need a relook,10
china president xi jinping coronavirus pandemic. President Xi s long game  World is dealing with a leader who believes he will shape a Chinese Century,10
rajasthan high court sc verdict. Rajasthan High Court must take into account SC verdict  Speaker s powers,10
hollywood actor olivia de havilland dead. Olivia de Havilland was the last of the greats of Hollywood s Golden Age,10
comedienne agrima joshua shivaji statue controversy rising intolerance. A little less certainty  a little more empathy,10
coronavirus spreads deaths vaccine unlockdown process fiscal deficit. Geographical spread of virus poses new policy challenges,10
coronavirus covid 19 lets not forget the epidemic during the. Let s not forget the epidemic during the pandemic,10
turkey hagia sophia mosque erdogan. Erdogan s hour of shame,10
sadhguru writes all marriages are. All marriages are arranged  by whom is the only question,10
forty years ago july 28 1980 mcmahon line. Forty Years Ago  July 28  1980  McMahon line,10
you wanna bet john saxon death judo. You wanna bet ,10
securing caregivers coronavirus healthcare workers. Securing caregivers,10
coronavirus lockdown rbi loans economic recovery. Stress test,10
us india democracy china cold war global economy. Global coalition of democracies  amid China s assertion  could open a range of new possibilities,10
girls marriage legal age education. Ensuring delayed marriage requires concerted efforts to keep girls in school for longer,10
bharat ratna a p j abdul kalam birth anniversary vision arjun ram meghwal. A P J Abdul Kalam s vision for development has special resonance today,10
india democracy parliament constitution assembly debates babasaheb ambedkar supreme court. Rajasthan case shows that institutions charged with holding the line are crossing it,10
india coronvirus lockdown covid 19 spread vacine icmr testing vinod paul. Timely lockdown gave India an edge in war against coronavirus,10
unfcc cop climate change summit. Looking beyond the summit,10
coronavirus pandemic india cases death toll lockdown unlock. Skidding on the flat mobility curve,10
the matchmaking show everybodys so conflicted about. The matchmaking show everybody s so conflicted about,10
protect the peace. Protect the peace,10
stray dogs india coronavirus pandemic. A bizarre and unscientific policy is behind the menace of stray dogs all over India,10
india pakistan information war campaign. Pakistan s information war campaign against India needs attention,10
rajasthan government crisis ashok gehlot sachin pilot. House vs Court,10
dadabhai naoroji swaraj congress nationalism dinyar patel. Dadabhai Naoroji strove to be inclusive. Today s majoritarian nationalism represents a betrayal of principles he bequeathed to India,10
omar abdullah jammu kashmir union territory assembly elections. Omar Abdullah writes  While Jammu and Kashmir remains UT  I will not contest Assembly elections,10
data sharing digital world gopalakrishnan committee. Data is an economic resource. Gopalakrishnan committee report shows how its value can be shared  governed,10
narendra modi india economy investment covid tavleen singh. PM Modi has chosen to work in a cocoon since he first took the job six years ago,10
rajasthan crisis covid economy india china p chidambaram. The spider s web,10
india dalits reservation representation suraj yengde. It s time India paid reparations to its Dalits,10
sitaram kesri hd deve gowda nikamma ashok gehlot. Gehlot s choice of word  nikamma  for Pilot would have made two former PMs sit up,10
rajasthan crisis sachin pilot gehlot governor assembly. No reason why citizens should not take up the task of debating Constitutional reform,10
rajasthan political crisis parliamentary system shashi tharoor. Changing to a presidential system is the best way of ensuring a democracy that works,10
us china india lac. The big fight,10
digital india trai amazon. We need to create open protocols  networks. India can lead the way in breaking stranglehold of platforms,10
uzair jan baloch karachi pakistan. Confessions of a dreaded don are a reminder of crime-politics nexus in Pakistan,10
covid 19 pandemic women violence un. Locked in,10
olympics 2020 tokyo covid 19. Dreams laid low,10
coronavirus pandemic women jobs health. Women are bearing a disproportionate burden of pandemic  its consequences. This needs to be addressed,10
rss covid 19 relief work india. Service that RSS volunteers have rendered during lockdown  without publicity  is commendable,10
forty years ago july 25 1980 stick for traders. Forty Years Ago  July 25  1980  Stick For Traders,10
beyond the iran china deal. Beyond the Iran-China deal,10
tihar jail racist violence behind the high walls. Behind the high walls,10
coronavirus covid 19 pandemic india urban cities. Covid crisis underlines false urban-rural binary  neglect of urban areas,10
nagaland groups history r n ravi neiphiu rio. Peace accords in Northeast require more decoding than we have been inclined to do,10
varavara rao arrest nia vikas dubey. Why we must protest both Vikas Dubey murder  risking of Varavara Rao s life,10
coronavirus covid sero survey. Results of sero survey offer hope. Next phase needs less fear  better governance,10
sayed haider raza artwork. Sayed Haider Raza  An artist who was a grateful heir to the plurality  richness and depth of Indian civilisation,10
citizenship test britain history. Removing blinkers,10
india us trade china. Seize the deal,10
earthlings american documentary animals. Watch it ,10
forty years ago july 24 1980 abdullahs suspicion. Forty Years Ago  July 24  1980  Abdullah s Suspicion,10
my struggle with covid 19. My struggle with COVID-19,10
black lives matter our colour prejudices. Fair   Lovely may have dropped  fair  but it does not discourage process of pigmentation change,10
mamata banerjee tmc bengal. Bengal pitch,10
india china iran chabahar port. India should monitor ties between China and Iran  but must guard against hasty conclusions,10
sushant singh rajput suicide police. Eclipsing Sushant,10
prashant bhushan twitter supreme court. Two tweets,10
amarnath yatra coronavirus kashmir covid 19. Amarnath Yatra must wait for a better time,10
forty years ago july 23 1980 rao on palestine. Forty Years Ago  July 23  1980  Rao on Palestine,10
coronavirus impact free rations fair price shops govt pds scheme. In times of pandemic  PDS shops should provide rations to all,10
cbse board exam results indian education system shobhit mahajan. CBSE must rethink its evaluation approach and have a system which encourages actual learning,10
indian constitution rajasthan politics congress ashok gehlot sachin pilot row anti defection law. It is high time courts revisited use of a  floor test  to prove a majority in a legislature,10
a better world for her india women discrimination child marriage unfpa 2020 gita sen. A better world for her,10
how the covid 19 pandemic strengthens patriarchy. How the pandemic strengthens patriarchy,10
power sector demand covid 19 uday. Power under stress,10
kanye west us presidential election trump. After Trump,10
delhi coronavirus covid 19 cases. Keep vigil,10
forty years ago july 22 1980 centre cautious. Forty Years Ago  July 22  1980  Centre cautious,10
india navy quad china. India must formally revive Quad  seek its expansion,10
coronavirus covid 19 spread ant. Covid compels us to understand social world differently  rethink borders,10
covid 19 cronavirus up bihar karnataka. A journey to Bihar  UP  Karnataka shows that the pandemic s challenge is being met,10
agriculture farmers covid 19. Policymakers still talk of  food com.sorceshare.userstore.security   it s time to plan for  nutritional self-reliance ,10
delhi university eca quota. Scrapping of ECA quota for Delhi University points to curtailment of diversity  shrinking canvas of learning,10
towards a dalit future national commission for scheduled. Towards a more equal future,10
the futility of lockdowns in india coronavirus. The futility of lockdowns,10
padmanabhaswamy case kerala pb mehta. PB Mehta writes  Padmanabhaswamy case turns on specific facts  but there are wider political ramifications,10
potato retail price market. Potato tears,10
covid 19 art webinars. Art that is relayed digitally misses the warmth and context of human contact,10
sports covid 19 pandemic. Protecting dreams,10
schools covid 19 education. Unlocking the classroom,10
forty years ago july 21 1980 detente in assam. Forty Years Ago  July 21  1980  Detente in Assam,10
india fiscal deficit covid 19 pandemic impact on indian economy nirmala sitharaman. Amid the uncertainty  this year will see a sobering expansion in fiscal deficit,10
chabahar rail project india iran relations us sanctions c raja mohan. For India  costs of neglecting new Arabian business are far higher than a lost railway contract in Iran,10
rural india coronavirus farm trade ordinance apmc act. State intervention is needed to make farming economically and ecologically viable,10
india bangladesh cattle smuggling border west bengal. Locking horns at the border,10
iran nuclear deal a pact in jeopardy. Iran Nuclear Deal  A pact in Jeopardy,10
indira gandhi on bomb janata government national interest. July 20  1980  Forty Years Ago  Indira On The Bomb,10
sudha bharadwaj bail rejection uapa. It is unjust that refusal of bail to Sudha Bharadwaj is based on inadmissible evidence,10
sachin pilot congress crisis rajasthan. Congress fumbling  as in Rajasthan  could end up being catalyst for spurt of regional parties,10
atmanirbhar bharat self reliance indian agriculture. In agri-inputs  govt should free private sector from unnecessary controls and regulation,10
chinese support pkistan line of actual control ladakh. It is no longer Pakistan seeking Chinese support for its adventurism as much as it is the other way around. India must prepare,10
kerala government pinarayi vijayan coronavirus management. Curse of gold,10
migrant workers coronavirus lockdown job opportunities. Despite govt claims  migrants continue to be vulnerable and abandoned,10
iran china deal american sanctions. Iran and China,10
the burden of high scores cbse class 10 12 board exams. The burden of high scores,10
ips capf police service divide. Creating rifts within the police,10
india china border row lac p chidambaram. Way to Depsang or Doklam ,10
finding a connect in the long loneliness of covid. The future is what the future always was   Unknown,10
rajasthan crisis ashok gehlot sachin pilot bjp tavleen singh. Modi seems to have forgotten that the country is more important than BJP expansionism,10
rajasthan crisis congress ashok gehlot vikas dubey. Inside Track  Ashok Gehlot  the magician who kept Gandhi scions entertained,10
congress rajasthan crisis sachin pilot ashok gehlot. Ram Manohar Lohia was right. The Congress is the problem,10
vikas dubey let us not pass judgment on the up police. Let us not pass judgment on the UP police,10
varavara rao covid 19 anand teltumbde uapa act bhima koregaon. Loneliness of Varavara Rao  Anand Teltumbde  Sudha Bharadwaj tells a disquieting tale about state and us,10
election comission right to vote migrant workers. The migrant s right to vote  EC must ensure optimal conditions for exercise of this freedom,10
islamabad krishna temple construction protest imran khan pti. A Mandir in Islamabad  Why Imran Khan government must aid  not stall  the project,10
congress party crisis sachin pilot jyotiraditya scindia exodus. Roots of disintegration of Congress were laid by Jawahar Lal Nehru,10
supreme court judiciary human rights administrative law. The executive must explain,10
cyclone amphan relief fund distribution bengal. The hijacking,10
cozy bear russia hacker us com.sorceshare.userstore.security. Russian bears,10
delhi riots case caa protests police. After the riot,10
forty years ago july 18 1980 us in indian ocean. Forty Years Ago  July 18  1980  US in Indian Ocean,10
covid 19 women health because she counts. Because she counts,10
how esi can bolster health infrastructure. How ESI can bolster health infrastructure,10
state of deluge assam floods. State of deluge,10
playboy cover better bunny. Better Bunny,10
diversity and nuance digital education. Pandemic underlines need for multiple perspectives. Syllabi  educators must take note,10
blessings of the visa. Why must India get worked up about declining opportunities for cash  brain drain ,10
a demand problem. A demand problem,10
india post coronavirus lockdown modi govt covid contact tracing. More targeted measures  empathy from policy-makers are needed,10
indian economy slowdown coronavirus impact gdp growth covid19 relief measures dharmakirti joshi. Improvement in economy might slow down or even stagnate in the second quarter,10
forty years ago july 17 1980 indo pak talks fail. Forty years ago July 17  1980  Indo-Pak talks fail,10
coronavirus lockdown cases delhi covid 19 pamndemic deaths. Delhi has modified Covid strategies. For the future  a public health cadre must be created as a priority,10
migrants poverty india disparity privilege lockdown coronavirus madhu trehan unemployment. Tremors at the Palace Gates,10
better laid plans. Better laid plans,10
chabahar port act quickly. Act quickly,10
sree padmanabhaswamy temple sc verdict travancore royal family all that glitters. All that glitters,10
forty years ago july 16 1980 indo pak talks. Forty years ago  July 16  1980  Indo-Pak Talks,10
custodial deaths thoothukudi vikas dubey a force for the. National Curriculum Framework for police education and training is needed,10
congress rajasthan politic pradyot manikya bikram debbarma. Ambition isn t a bad word. Lack of hunger has reduced Congress to its present position,10
india china border disengagement beijing pakistan partnership india national com.sorceshare.userstore.security. Counter-terror alignment of China  Pakistan poses a threat to India s interests,10
india neighbours foreign diplomacy india china relations narendra modi. As Chinese ambition expands  Delhi must turn towards PM Modi s principle of  together we grow ,10
ugc final year examinations coronavirus lockdown delhi manish sisodia. UGC needs to revisit its guidelines on final-year examinations immediately,10
some lessons for rahul gandhi congress rajasthan ashok gehlot sachin pilot. Some lessons for Rahul,10
a jan andolan for education system schools poverty teachers. A Jan Andolan for Education,10
police killed in line of duty casualty rate. Phenomenon of high casualties among police personnel must be probed and addressed,10
weekend curfew coronavirus crisis covid lockdown. Being and nothingness,10
skill india for atmanirbhar bharat m venkaiah naidu. To remain globally competitive in a post-Covid world  India needs to focus on skill  scale and speed,10
class 12 exam results cbse board topper 100 percent. Perfect 100,10
google digitisation fund india investment tech world. A big plan,10
agha shahi india visit pakistan foreign minister indira gandhi. July 15  1980  Forty Years Ago  Agha Shahi visit,10
rahul gandhi sachin pilot congress party. Congress needs a hands-on leader who enjoys the confidence of the party,10
india china trade realations border dispute coronavirus. Lessons from Covid  China  India needs a new paradigm for trade  industry  and development,10
government economic package rbi moratorium coronavirus. Unlocking economy in phases poses a major conundrum for government,10
decentralise development. Decentralise development,10
education system india universities colleges students research. Needed  A roadmap for universities,10
amid crisis lessons in statecraft india uk china. Delhi should set itself a political challenge   to decisively turn Britain in favour of India,10
india like the us modi trump. Democracies in both India and the US face a similar internal challenge,10
seva in a pandemic delhi gurdwara langar. Guru ka Langar is an exemplary institution of the moral economy,10
tamil nadu custodial deaths up vikas dubey encounter police brutality. Thoothukudi to Kanpur  The police are in the dock. Reforms must start with the political system,10
